"ID","Title","Overlapping genes","GO group size","n","E","P.Value","adj.P.Val","ontology"
"GO:0045296","cadherin binding",4,29,273,6.54641909814324,0.0030233387795257,0.323884856945086,"MF"
"GO:0050920","regulation of chemotaxis",10,170,273,2.79185520361991,0.0032348769984511,0.342159901253891,"BP"
"GO:0060795","cell fate commitment involved in formation of primary germ layer",4,30,273,6.32820512820513,0.00343148671219451,0.349590638710406,"BP"
"GO:0055123","digestive system development",8,118,273,3.21773142112125,0.00348117264044406,0.349590638710406,"BP"
"GO:0033151","V(D)J recombination",3,15,273,9.49230769230769,0.00348857481065088,0.349590638710406,"BP"
"GO:0042789","mRNA transcription from RNA polymerase II promoter",3,15,273,9.49230769230769,0.00348857481065088,0.349590638710406,"BP"
"GO:0034333","adherens junction assembly",6,70,273,4.06813186813187,0.00351431470221088,0.349590638710406,"BP"
"GO:0002483","antigen processing and presentation of endogenous peptide antigen",3,16,273,8.89903846153846,0.00422733256524239,0.404782565033614,"BP"
"GO:2001026","regulation of endothelial cell chemotaxis",3,16,273,8.89903846153846,0.00422733256524239,0.404782565033614,"BP"
"GO:0050431","transforming growth factor beta binding",3,16,273,8.89903846153846,0.00422733256524239,0.404782565033614,"MF"
"GO:1903725","regulation of phospholipid metabolic process",5,51,273,4.65309200603318,0.00426290877488727,0.404782565033614,"BP"
"GO:0002698","negative regulation of immune effector process",7,97,273,3.42505947660587,0.00437126131442487,0.410407410599261,"BP"
"GO:0014032","neural crest cell development",6,74,273,3.84823284823285,0.00463126255827182,0.429986999299103,"BP"
"GO:0001706","endoderm formation",4,33,273,5.75291375291375,0.00487710728463908,0.434658115393812,"BP"
"GO:0030513","positive regulation of BMP signaling pathway",4,33,273,5.75291375291375,0.00487710728463908,0.434658115393812,"BP"
"GO:0043551","regulation of phosphatidylinositol 3-kinase activity",4,33,273,5.75291375291375,0.00487710728463908,0.434658115393812,"BP"
"GO:0019882","antigen processing and presentation",7,99,273,3.35586635586636,0.00488964371074897,0.434658115393812,"BP"
"GO:0015171","amino acid transmembrane transporter activity",6,75,273,3.79692307692308,0.00494718481249706,0.435143960981321,"MF"
"GO:0045579","positive regulation of B cell differentiation",3,17,273,8.37556561085973,0.00505401184667826,0.439909614487954,"BP"
"GO:0005057","receptor signaling protein activity",8,127,273,2.98970321017565,0.00542879576575595,0.459840759949924,"MF"
"GO:0004713","protein tyrosine kinase activity",8,128,273,2.96634615384615,0.00568805799543871,0.459840759949924,"MF"
"GO:0046943","carboxylic acid transmembrane transporter activity",8,128,273,2.96634615384615,0.00568805799543871,0.459840759949924,"MF"
"GO:0007498","mesoderm development",7,102,273,3.25716440422323,0.00575230115087769,0.459840759949924,"BP"
"GO:0010884","positive regulation of lipid storage",3,18,273,7.91025641025641,0.00597136604775232,0.459840759949924,"BP"
"GO:0019883","antigen processing and presentation of endogenous antigen",3,18,273,7.91025641025641,0.00597136604775232,0.459840759949924,"BP"
"GO:0042269","regulation of natural killer cell mediated cytotoxicity",4,35,273,5.42417582417582,0.00603905227703562,0.459840759949924,"BP"
"GO:1904036","negative regulation of epithelial cell apoptotic process",4,35,273,5.42417582417582,0.00603905227703562,0.459840759949924,"BP"
"GO:0038033","positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0042270","protection from natural killer cell mediated cytotoxicity",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0044336","canonical Wnt signaling pathway involved in negative regulation of apoptotic process",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0045743","positive regulation of fibroblast growth factor receptor signaling pathway",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0048050","post-embryonic eye morphogenesis",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0051176","positive regulation of sulfur metabolic process",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0051771","negative regulation of nitric-oxide synthase biosynthetic process",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0060836","lymphatic endothelial cell differentiation",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0071910","determination of liver left/right asymmetry",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"BP"
"GO:0043559","insulin binding",2,6,273,15.8205128205128,0.00627355751966149,0.459840759949924,"MF"
"GO:0005342","organic acid transmembrane transporter activity",8,131,273,2.8984145625367,0.00652268923626683,0.473944271810831,"MF"
"GO:0002715","regulation of natural killer cell mediated immunity",4,36,273,5.27350427350427,0.00668344711335094,0.481438655854831,"BP"
"GO:0014033","neural crest cell differentiation",6,80,273,3.55961538461538,0.00676880460186863,0.483419925241148,"BP"
"GO:0090068","positive regulation of cell cycle process",10,190,273,2.49797570850202,0.00703471864330662,0.497555426373169,"BP"
"GO:0003735","structural constituent of ribosome",10,191,273,2.48489730165123,0.00728967159204469,0.497555426373169,"MF"
"GO:0045824","negative regulation of innate immune response",4,37,273,5.13097713097713,0.00737178816230392,0.497555426373169,"BP"
"GO:2000351","regulation of endothelial cell apoptotic process",4,37,273,5.13097713097713,0.00737178816230392,0.497555426373169,"BP"
"GO:0010810","regulation of cell-substrate adhesion",9,162,273,2.63675213675214,0.00737277405847916,0.497555426373169,"BP"
"GO:0003143","embryonic heart tube morphogenesis",5,58,273,4.09151193633952,0.00738354151152142,0.497555426373169,"BP"
"GO:0048844","artery morphogenesis",5,58,273,4.09151193633952,0.00738354151152142,0.497555426373169,"BP"
"GO:0034332","adherens junction organization",6,82,273,3.47279549718574,0.00761853393921603,0.502598171779642,"BP"
"GO:0008013","beta-catenin binding",6,82,273,3.47279549718574,0.00761853393921603,0.502598171779642,"MF"
"GO:0002687","positive regulation of leukocyte migration",7,108,273,3.07621082621083,0.00781296139985494,0.502598171779642,"BP"
"GO:0061035","regulation of cartilage development",5,59,273,4.02216427640156,0.00793169596381859,0.502598171779642,"BP"
"GO:0002577","regulation of antigen processing and presentation",3,20,273,7.11923076923077,0.00808765465332204,0.502598171779642,"BP"
"GO:0032331","negative regulation of chondrocyte differentiation",3,20,273,7.11923076923077,0.00808765465332204,0.502598171779642,"BP"
"GO:0042119","neutrophil activation",3,20,273,7.11923076923077,0.00808765465332204,0.502598171779642,"BP"
"GO:0001825","blastocyst formation",4,38,273,4.99595141700405,0.00810526907785039,0.502598171779642,"BP"
"GO:0008217","regulation of blood pressure",9,165,273,2.58881118881119,0.00827343846835041,0.502598171779642,"BP"
"GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling",5,60,273,3.95512820512821,0.0085074980659321,0.502598171779642,"BP"
"GO:0001955","blood vessel maturation",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"BP"
"GO:0002591","positive regulation of antigen processing and presentation of peptide antigen via MHC class I",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"BP"
"GO:0003160","endocardium morphogenesis",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"BP"
"GO:0003348","cardiac endothelial cell differentiation",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"BP"
"GO:0038089","positive regulation of cell migration by vascular endothelial growth factor signaling pathway",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"BP"
"GO:0045916","negative regulation of complement activation",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"BP"
"GO:0046719","regulation by virus of viral protein levels in host cell",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"BP"
"GO:2000258","negative regulation of protein activation cascade",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"BP"
"GO:0016494","C-X-C chemokine receptor activity",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"MF"
"GO:0031995","insulin-like growth factor II binding",2,7,273,13.5604395604396,0.00866133757016137,0.502598171779642,"MF"
"GO:0007160","cell-matrix adhesion",9,167,273,2.55780746199908,0.00891883254076608,0.513970791107871,"BP"
"GO:0001952","regulation of cell-matrix adhesion",6,85,273,3.35022624434389,0.00903365029997314,0.517021793880655,"BP"
"GO:0010660","regulation of muscle cell apoptotic process",5,61,273,3.89029003783102,0.00911160905084481,0.51793608999224,"BP"
"GO:0014031","mesenchymal cell development",9,169,273,2.52753755120619,0.00960171559800445,0.534452310762631,"BP"
"GO:0072132","mesenchyme morphogenesis",4,40,273,4.74615384615385,0.00971219716837047,0.534452310762631,"BP"
"GO:0072577","endothelial cell apoptotic process",4,40,273,4.74615384615385,0.00971219716837047,0.534452310762631,"BP"
"GO:0030148","sphingolipid biosynthetic process",5,62,273,3.82754342431762,0.00974467836183224,0.534452310762631,"BP"
"GO:1904035","regulation of epithelial cell apoptotic process",5,62,273,3.82754342431762,0.00974467836183224,0.534452310762631,"BP"
"GO:0007179","transforming growth factor beta receptor signaling pathway",8,141,273,2.69285324604474,0.00998513656874896,0.534452310762631,"BP"
"GO:0048593","camera-type eye morphogenesis",7,114,273,2.91430499325236,0.0103737013104832,0.534452310762631,"BP"
"GO:0072091","regulation of stem cell proliferation",7,114,273,2.91430499325236,0.0103737013104832,0.534452310762631,"BP"
"GO:0022029","telencephalon cell migration",5,63,273,3.76678876678877,0.0104073429922958,0.534452310762631,"BP"
"GO:1901888","regulation of cell junction assembly",5,63,273,3.76678876678877,0.0104073429922958,0.534452310762631,"BP"
"GO:0010656","negative regulation of muscle cell apoptotic process",4,41,273,4.63039399624765,0.0105878006528646,0.534452310762631,"BP"
"GO:1901532","regulation of hematopoietic progenitor cell differentiation",4,41,273,4.63039399624765,0.0105878006528646,0.534452310762631,"BP"
"GO:0007530","sex determination",3,22,273,6.47202797202797,0.0105925851859295,0.534452310762631,"BP"
"GO:0010460","positive regulation of heart rate",3,22,273,6.47202797202797,0.0105925851859295,0.534452310762631,"BP"
"GO:0030325","adrenal gland development",3,22,273,6.47202797202797,0.0105925851859295,0.534452310762631,"BP"
"GO:0071357","cellular response to type I interferon",3,22,273,6.47202797202797,0.0105925851859295,0.534452310762631,"BP"
"GO:2000352","negative regulation of endothelial cell apoptotic process",3,22,273,6.47202797202797,0.0105925851859295,0.534452310762631,"BP"
"GO:0003705","transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding",6,88,273,3.23601398601399,0.0106275446289309,0.534452310762631,"MF"
"GO:0009612","response to mechanical stimulus",7,115,273,2.88896321070234,0.0108535434615994,0.534452310762631,"BP"
"GO:0050777","negative regulation of immune response",7,115,273,2.88896321070234,0.0108535434615994,0.534452310762631,"BP"
"GO:0003281","ventricular septum development",5,64,273,3.70793269230769,0.0111002268567218,0.534452310762631,"BP"
"GO:0001826","inner cell mass cell differentiation",2,8,273,11.8653846153846,0.0113887847107278,0.534452310762631,"BP"
"GO:0002488","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway",2,8,273,11.8653846153846,0.0113887847107278,0.534452310762631,"BP"
"GO:0002489","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent",2,8,273,11.8653846153846,0.0113887847107278,0.534452310762631,"BP"
"GO:0008354","germ cell migration",2,8,273,11.8653846153846,0.0113887847107278,0.534452310762631,"BP"
"GO:0060539","diaphragm development",2,8,273,11.8653846153846,0.0113887847107278,0.534452310762631,"BP"
"GO:0090269","fibroblast growth factor production",2,8,273,11.8653846153846,0.0113887847107278,0.534452310762631,"BP"
"GO:0090270","regulation of fibroblast growth factor production",2,8,273,11.8653846153846,0.0113887847107278,0.534452310762631,"BP"
"GO:0005024","transforming growth factor beta-activated receptor activity",2,8,273,11.8653846153846,0.0113887847107278,0.534452310762631,"MF"
"GO:0048864","stem cell development",9,174,273,2.45490716180371,0.011481557443552,0.534452310762631,"BP"
"GO:0051893","regulation of focal adhesion assembly",4,42,273,4.52014652014652,0.0115128549470169,0.534452310762631,"BP"
"GO:0061383","trabecula morphogenesis",4,42,273,4.52014652014652,0.0115128549470169,0.534452310762631,"BP"
"GO:0090109","regulation of cell-substrate junction assembly",4,42,273,4.52014652014652,0.0115128549470169,0.534452310762631,"BP"
"GO:0035767","endothelial cell chemotaxis",3,23,273,6.19063545150502,0.0119947888161524,0.544026644377876,"BP"
"GO:0071425","hematopoietic stem cell proliferation",3,23,273,6.19063545150502,0.0119947888161524,0.544026644377876,"BP"
"GO:0015347","sodium-independent organic anion transmembrane transporter activity",3,23,273,6.19063545150502,0.0119947888161524,0.544026644377876,"MF"
"GO:0031435","mitogen-activated protein kinase kinase kinase binding",3,23,273,6.19063545150502,0.0119947888161524,0.544026644377876,"MF"
"GO:0003231","cardiac ventricle development",7,118,273,2.8155149934811,0.0123897700941545,0.544026644377876,"BP"
"GO:0003333","amino acid transmembrane transport",4,43,273,4.41502683363148,0.0124883176615343,0.544026644377876,"BP"
"GO:0038083","peptidyl-tyrosine autophosphorylation",4,43,273,4.41502683363148,0.0124883176615343,0.544026644377876,"BP"
"GO:0010657","muscle cell apoptotic process",5,66,273,3.5955710955711,0.012579078993979,0.544026644377876,"BP"
"GO:0021885","forebrain cell migration",5,66,273,3.5955710955711,0.012579078993979,0.544026644377876,"BP"
"GO:0050871","positive regulation of B cell activation",5,66,273,3.5955710955711,0.012579078993979,0.544026644377876,"BP"
"GO:0006921","cellular component disassembly involved in execution phase of apoptosis",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"BP"
"GO:0030262","apoptotic nuclear changes",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"BP"
"GO:0035987","endodermal cell differentiation",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"BP"
"GO:0036230","granulocyte activation",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"BP"
"GO:0043252","sodium-independent organic anion transport",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"BP"
"GO:0043552","positive regulation of phosphatidylinositol 3-kinase activity",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"BP"
"GO:0050927","positive regulation of positive chemotaxis",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"BP"
"GO:0005520","insulin-like growth factor binding",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"MF"
"GO:0016312","inositol bisphosphate phosphatase activity",3,24,273,5.93269230769231,0.0134984766075853,0.544026644377876,"MF"
"GO:0008347","glial cell migration",4,44,273,4.31468531468531,0.0135150971626148,0.544026644377876,"BP"
"GO:0032330","regulation of chondrocyte differentiation",4,44,273,4.31468531468531,0.0135150971626148,0.544026644377876,"BP"
"GO:1903391","regulation of adherens junction organization",4,44,273,4.31468531468531,0.0135150971626148,0.544026644377876,"BP"
"GO:0048592","eye morphogenesis",8,150,273,2.53128205128205,0.0141301606899324,0.544026644377876,"BP"
"GO:0042476","odontogenesis",6,94,273,3.02945990180033,0.0143958414864851,0.544026644377876,"BP"
"GO:0002477","antigen processing and presentation of exogenous peptide antigen via MHC class Ib",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0002481","antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0002485","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0002585","positive regulation of antigen processing and presentation of peptide antigen",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0031017","exocrine pancreas development",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0031077","post-embryonic camera-type eye development",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0035457","cellular response to interferon-alpha",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0048563","post-embryonic organ morphogenesis",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0048617","embryonic foregut morphogenesis",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0048680","positive regulation of axon regeneration",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0060297","regulation of sarcomere organization",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0090037","positive regulation of protein kinase C signaling",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:1900040","regulation of interleukin-2 secretion",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:1902260","negative regulation of delayed rectifier potassium channel activity",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:1903817","negative regulation of voltage-gated potassium channel activity",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"BP"
"GO:0015187","glycine transmembrane transporter activity",2,9,273,10.5470085470085,0.0144406320545361,0.544026644377876,"MF"
"GO:0030595","leukocyte chemotaxis",8,151,273,2.51451859398879,0.0146579369629304,0.544026644377876,"BP"
"GO:0050679","positive regulation of epithelial cell proliferation",8,151,273,2.51451859398879,0.0146579369629304,0.544026644377876,"BP"
"GO:0002690","positive regulation of leukocyte chemotaxis",5,69,273,3.43924191750279,0.0150387834211392,0.544026644377876,"BP"
"GO:0003823","antigen binding",5,69,273,3.43924191750279,0.0150387834211392,0.544026644377876,"MF"
"GO:0048762","mesenchymal cell differentiation",9,182,273,2.34699915469146,0.0150448554289235,0.544026644377876,"BP"
"GO:0010634","positive regulation of epithelial cell migration",6,95,273,2.99757085020243,0.015103726590186,0.544026644377876,"BP"
"GO:0035850","epithelial cell differentiation involved in kidney development",3,25,273,5.69538461538462,0.0151046172206399,0.544026644377876,"BP"
"GO:0050926","regulation of positive chemotaxis",3,25,273,5.69538461538462,0.0151046172206399,0.544026644377876,"BP"
"GO:0061037","negative regulation of cartilage development",3,25,273,5.69538461538462,0.0151046172206399,0.544026644377876,"BP"
"GO:0061384","heart trabecula morphogenesis",3,25,273,5.69538461538462,0.0151046172206399,0.544026644377876,"BP"
"GO:2001258","negative regulation of cation channel activity",3,25,273,5.69538461538462,0.0151046172206399,0.544026644377876,"BP"
"GO:0030856","regulation of epithelial cell differentiation",7,123,273,2.7010631644778,0.0152893160746438,0.54831555845375,"BP"
"GO:0007044","cell-substrate junction assembly",5,70,273,3.39010989010989,0.0159252810149029,0.568682257096278,"BP"
"GO:0005178","integrin binding",6,97,273,2.93576526566217,0.0165913064828243,0.584181286013374,"MF"
"GO:0003209","cardiac atrium morphogenesis",3,26,273,5.47633136094675,0.0168139725477101,0.584181286013374,"BP"
